collection_id,loan_id,collector_id,action_date,action_type,outcome,promised_amount,next_action_date,escalation_level,source_system,record_created_at
COL0004253,LOAN0017749,AGENT002,2022-08-10,Email,Promise to Pay,23734.75,2019-05-10,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.388920
COL0004254,LOAN0016947,AGENT008,2019-07-14,Outbound Call,Promise to Pay,8434.44,2022-10-10,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.388958
COL0004255,LOAN0016114,AGENT009,2021-04-15,Outbound Call,Dispute Raised,45767.39,2021-09-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.388991
COL0004256,LOAN0015799,AGENT012,2021-06-11,Outbound Call,Promise to Pay,9524.53,2020-11-14,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.389023
COL0004257,LOAN0000828,AGENT016,2019-04-05,Email,Promise to Pay,14287.95,2020-08-06,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.389055
COL0004258,LOAN0011084,AGENT024,2021-04-03,Outbound Call,Promise to Pay,34255.81,2019-08-07,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.389088
COL0004259,LOAN0000455,AGENT024,2019-12-20,Field Visit,Promise to Pay,22683.52,2020-02-25,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.389120
COL0004260,LOAN0012843,AGENT029,2021-08-10,Outbound Call,Dispute Raised,20201.44,2022-08-31,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.389153
COL0004261,LOAN0003042,AGENT024,2023-04-17,Outbound Call,Paid in Full,3167.01,2022-02-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.389185
COL0004262,LOAN0003495,AGENT030,2024-11-02,Field Visit,Promise to Pay,30047.85,2021-06-21,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.389218
COL0004263,LOAN0007931,AGENT015,2019-12-25,Letter,Promise to Pay,26510.95,2022-02-06,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.389250
COL0004264,LOAN0012112,AGENT018,2023-02-19,Outbound Call,No Contact,27348.59,2024-03-01,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.389286
COL0004265,LOAN0000678,AGENT001,2022-04-19,Outbound Call,Promise to Pay,3368.78,2021-07-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.389320
COL0004266,LOAN0009352,AGENT006,2020-06-03,SMS,Promise to Pay,15622.82,2021-06-23,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.389359
COL0004267,LOAN0002963,AGENT017,2021-10-19,Outbound Call,Dispute Raised,39251.72,2024-01-20,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.389392
COL0004268,LOAN0004950,AGENT028,2020-07-01,Email,Partial Payment,5232.77,2023-01-04,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.389449
COL0004269,LOAN0010657,AGENT021,2024-02-26,SMS,Partial Payment,26826.05,2024-03-31,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.389489
COL0004270,LOAN0000097,AGENT010,2020-11-07,SMS,No Contact,36548.73,2024-06-29,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.389541
COL0004271,LOAN0010034,AGENT025,2024-05-26,Letter,Paid in Full,9034.37,2019-02-01,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.389585
COL0004272,LOAN0013591,AGENT011,2020-05-12,Letter,Paid in Full,12444.86,2020-05-26,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.389627
COL0004273,LOAN0012207,AGENT019,2023-01-18,Outbound Call,Partial Payment,22076.54,2019-11-30,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.389660
COL0004274,LOAN0013591,AGENT006,2019-08-12,Outbound Call,No Contact,3759.04,2023-11-29,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.389696
COL0004275,LOAN0012701,AGENT029,2021-04-29,Outbound Call,Partial Payment,26772.82,2024-08-28,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.389728
COL0004276,LOAN0002373,AGENT016,2021-07-12,Restructure Offer,Deceased,36265.48,2021-10-15,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.389761
COL0004277,LOAN0011555,AGENT014,2020-05-26,Letter,No Contact,35012.31,2020-04-19,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.389798
COL0004278,LOAN0009654,AGENT005,2024-02-28,Legal Notice,Promise to Pay,42070.72,2023-11-19,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.389853
COL0004279,LOAN0001581,AGENT009,2019-10-28,Outbound Call,Agreed Arrangement,32617.65,2019-03-01,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.389893
COL0004280,LOAN0013513,AGENT002,2019-05-18,Email,Promise to Pay,14986.66,2019-08-04,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.389925
COL0004281,LOAN0001840,AGENT006,2022-02-04,Outbound Call,Promise to Pay,48696.2,2022-06-23,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.389957
COL0004282,LOAN0005569,AGENT011,2019-08-30,SMS,Promise to Pay,23452.03,2019-09-09,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.389989
COL0004283,LOAN0012664,AGENT012,2022-07-15,Restructure Offer,Partial Payment,28163.42,2024-09-13,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.390021
COL0004284,LOAN0006256,AGENT020,2020-04-03,Email,Partial Payment,22105.54,2024-10-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.390060
COL0004285,LOAN0007532,AGENT028,2023-04-20,Letter,Promise to Pay,24799.03,2020-06-27,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.390091
COL0004286,LOAN0007120,AGENT003,2024-06-01,Email,No Contact,22506.66,2023-07-04,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.390124
COL0004287,LOAN0007059,AGENT015,2021-07-04,Email,Promise to Pay,29880.98,2021-08-30,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.390159
COL0004288,LOAN0016976,AGENT009,2021-12-14,Outbound Call,Promise to Pay,13220.39,2022-07-27,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.390194
COL0004289,LOAN0014928,AGENT027,2022-05-05,Outbound Call,Relocated,23090.77,2021-05-25,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.390226
COL0004290,LOAN0012563,AGENT017,2023-10-23,SMS,No Contact,13806.41,2020-10-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.390259
COL0004291,LOAN0001408,AGENT002,2024-11-07,SMS,Promise to Pay,3694.49,2022-06-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.390291
COL0004292,LOAN0015376,AGENT009,2022-01-28,Outbound Call,Promise to Pay,29607.48,2024-04-27,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.390326
COL0004293,LOAN0006123,AGENT006,2020-10-25,Outbound Call,Relocated,30918.74,2023-09-17,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.390358
COL0004294,LOAN0011121,AGENT026,2019-01-23,Outbound Call,Promise to Pay,27688.27,2022-12-16,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.390393
COL0004295,LOAN0002467,AGENT017,2020-05-31,Outbound Call,No Contact,31057.02,2022-03-27,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.390455
COL0004296,LOAN0003359,AGENT026,2022-10-21,Email,No Contact,21520.6,2019-05-03,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.390491
COL0004297,LOAN0010334,AGENT013,2022-07-21,Promise to Pay Follow-Up,No Contact,20068.98,2020-11-06,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.390524
COL0004298,LOAN0006879,AGENT014,2019-10-08,SMS,No Contact,13970.81,2022-07-28,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.390560
COL0004299,LOAN0004516,AGENT007,2022-12-23,Promise to Pay Follow-Up,No Contact,40966.69,2023-07-07,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.390622
COL0004300,LOAN0010435,AGENT002,2019-04-12,Field Visit,Promise to Pay,3880.89,2023-05-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.390656
COL0004301,LOAN0014208,AGENT017,2021-06-18,Email,No Contact,19035.37,2019-06-24,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.390702
COL0004302,LOAN0008786,AGENT004,2022-12-05,SMS,No Contact,13089.48,2020-04-07,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.390749
COL0004303,LOAN0015022,AGENT010,2019-12-28,Email,Partial Payment,28517.53,2019-11-07,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.390782
COL0004304,LOAN0000293,AGENT007,2024-10-03,Outbound Call,No Contact,14486.5,2022-07-21,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.390818
COL0004305,LOAN0017520,AGENT019,2022-05-19,Outbound Call,No Contact,11514.58,2021-07-13,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.390853
COL0004306,LOAN0016050,AGENT009,2023-11-25,Email,Paid in Full,49735.48,2024-04-05,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.390885
COL0004307,LOAN0012340,AGENT016,2021-12-28,Outbound Call,Promise to Pay,17841.08,2023-06-24,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.390938
COL0004308,LOAN0012108,AGENT027,2022-11-13,SMS,Partial Payment,4219.55,2023-05-08,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.390982
COL0004309,LOAN0005072,AGENT018,2020-12-31,SMS,Dispute Raised,11284.95,2022-09-27,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.391014
COL0004310,LOAN0017651,AGENT002,2019-08-17,Outbound Call,Agreed Arrangement,9333.36,2021-11-07,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.391047
COL0004311,LOAN0011892,AGENT010,2024-07-12,Outbound Call,Paid in Full,13871.68,2024-08-28,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.391080
COL0004312,LOAN0011041,AGENT027,2019-09-23,Outbound Call,Deceased,22411.68,2020-03-20,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391113
COL0004313,LOAN0014481,AGENT006,2024-08-31,Email,Relocated,23306.1,2022-06-14,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.391145
COL0004314,LOAN0013621,AGENT013,2020-06-10,Letter,Relocated,41659.45,2022-12-22,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391180
COL0004315,LOAN0014723,AGENT014,2024-08-25,Letter,Promise to Pay,12609.14,2023-06-24,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391213
COL0004316,LOAN0014760,AGENT021,2023-08-01,Legal Notice,Promise to Pay,6299.32,2024-07-26,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.391246
COL0004317,LOAN0010265,AGENT029,2024-08-29,Outbound Call,Paid in Full,7426.41,2024-10-22,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391278
COL0004318,LOAN0001545,AGENT029,2023-11-26,Restructure Offer,Partial Payment,19239.03,2021-07-10,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391310
COL0004319,LOAN0006793,AGENT009,2024-12-14,Outbound Call,Paid in Full,41003.01,2019-01-07,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.391345
COL0004320,LOAN0012340,AGENT008,2020-10-16,SMS,No Contact,32256.23,2020-09-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391378
COL0004321,LOAN0017651,AGENT022,2022-12-07,Promise to Pay Follow-Up,Relocated,3781.67,2020-07-14,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.391410
COL0004322,LOAN0003064,AGENT005,2021-03-07,SMS,Promise to Pay,49520.05,2019-03-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391473
COL0004323,LOAN0016518,AGENT024,2024-10-31,Outbound Call,Promise to Pay,16591.53,2019-12-07,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391508
COL0004324,LOAN0017778,AGENT013,2024-12-21,Outbound Call,No Contact,24336.67,2023-06-06,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391543
COL0004325,LOAN0016493,AGENT005,2022-07-06,Email,No Contact,44898.27,2023-06-21,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.391584
COL0004326,LOAN0009472,AGENT014,2021-04-03,SMS,Promise to Pay,12083.92,2022-09-13,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.391619
COL0004327,LOAN0000995,AGENT003,2023-09-15,Outbound Call,No Contact,8076.44,2024-08-30,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391660
COL0004328,LOAN0012660,AGENT016,2020-02-18,Outbound Call,Paid in Full,37948.22,2022-04-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391708
COL0004329,LOAN0008683,AGENT029,2020-04-17,Email,No Contact,27097.77,2022-05-06,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391741
COL0004330,LOAN0008327,AGENT020,2020-09-03,Email,Promise to Pay,6600.5,2020-07-08,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391779
COL0004331,LOAN0002306,AGENT004,2021-03-19,SMS,Promise to Pay,41464.63,2023-01-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391811
COL0004332,LOAN0012367,AGENT008,2024-12-09,Outbound Call,Agreed Arrangement,21541.6,2022-07-20,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.391844
COL0004333,LOAN0016471,AGENT015,2024-07-01,SMS,No Contact,14889.73,2019-01-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391879
COL0004334,LOAN0001709,AGENT021,2024-04-07,SMS,Dispute Raised,29856.98,2023-04-09,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.391914
COL0004335,LOAN0001789,AGENT029,2024-12-05,Field Visit,No Contact,27581.49,2022-06-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.391946
COL0004336,LOAN0003648,AGENT016,2021-01-01,Legal Notice,Promise to Pay,36686.56,2019-11-06,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.391993
COL0004337,LOAN0015846,AGENT004,2021-03-23,SMS,Agreed Arrangement,38618.91,2021-04-20,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.392026
COL0004338,LOAN0008904,AGENT025,2020-08-27,Outbound Call,No Contact,31308.68,2021-09-27,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.392058
COL0004339,LOAN0016050,AGENT007,2023-01-06,Letter,Paid in Full,22441.23,2020-06-22,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.392091
COL0004340,LOAN0010588,AGENT012,2022-11-15,Letter,Dispute Raised,355.34,2023-08-13,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.392127
COL0004341,LOAN0016780,AGENT017,2020-01-25,Outbound Call,Agreed Arrangement,23763.34,2021-09-02,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.392160
COL0004342,LOAN0010952,AGENT012,2020-05-04,Letter,No Contact,13206.28,2020-05-13,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.392192
COL0004343,LOAN0004516,AGENT003,2021-10-21,SMS,Promise to Pay,45427.39,2023-04-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.392224
COL0004344,LOAN0004520,AGENT009,2020-10-31,Outbound Call,Promise to Pay,37046.95,2023-09-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.392259
COL0004345,LOAN0015588,AGENT020,2023-03-03,Outbound Call,No Contact,8025.55,2023-04-24,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.392291
COL0004346,LOAN0006688,AGENT007,2022-04-07,Outbound Call,Relocated,47627.47,2019-03-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.392325
COL0004347,LOAN0006182,AGENT029,2023-09-18,Outbound Call,Agreed Arrangement,7522.81,2020-06-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.392358
COL0004348,LOAN0000176,AGENT013,2021-09-08,SMS,Deceased,6213.19,2024-08-03,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.392398
COL0004349,LOAN0003273,AGENT025,2020-11-19,Promise to Pay Follow-Up,No Contact,23980.3,2022-01-25,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.392461
COL0004350,LOAN0000259,AGENT023,2019-07-31,SMS,Partial Payment,17147.5,2023-10-22,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.392496
COL0004351,LOAN0007196,AGENT016,2024-01-06,Letter,Agreed Arrangement,39618.75,2022-01-04,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.392529
COL0004352,LOAN0014723,AGENT005,2024-06-29,Letter,Promise to Pay,37294.57,2024-06-18,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.392562
COL0004353,LOAN0010554,AGENT025,2024-05-02,Restructure Offer,Paid in Full,16668.91,2020-01-25,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.392606
COL0004354,LOAN0008580,AGENT024,2020-10-08,SMS,Partial Payment,43921.03,2020-01-02,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.392644
COL0004355,LOAN0006261,AGENT008,2024-07-01,Promise to Pay Follow-Up,No Contact,46199.14,2024-11-30,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.392676
COL0004356,LOAN0014548,AGENT028,2024-06-28,Outbound Call,Promise to Pay,27567.18,2020-10-12,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.392712
COL0004357,LOAN0010578,AGENT018,2019-02-17,SMS,Partial Payment,15582.26,2022-02-13,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.392745
COL0004358,LOAN0002963,AGENT029,2024-05-23,Outbound Call,No Contact,8200.1,2020-08-18,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.392786
COL0004359,LOAN0017930,AGENT027,2021-10-16,Email,No Contact,7377.83,2023-08-01,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.392833
COL0004360,LOAN0012185,AGENT023,2022-06-18,SMS,No Contact,23585.31,2020-08-28,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.392866
COL0004361,LOAN0013394,AGENT008,2022-08-16,Outbound Call,Paid in Full,30221.75,2020-11-07,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.392898
COL0004362,LOAN0005300,AGENT027,2021-01-12,Outbound Call,No Contact,31488.66,2022-05-10,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.392934
COL0004363,LOAN0006618,AGENT005,2020-09-27,Email,No Contact,10132.45,2022-05-11,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.392966
COL0004364,LOAN0009423,AGENT014,2020-01-24,Promise to Pay Follow-Up,No Contact,42549.94,2021-10-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393013
COL0004365,LOAN0012359,AGENT001,2022-08-27,Outbound Call,Paid in Full,7795.64,2019-10-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393054
COL0004366,LOAN0015633,AGENT013,2021-01-05,Outbound Call,No Contact,5291.82,2022-04-30,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393092
COL0004367,LOAN0016159,AGENT015,2023-11-04,Email,Partial Payment,36217.66,2022-02-19,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.393125
COL0004368,LOAN0003273,AGENT006,2024-06-02,Outbound Call,Promise to Pay,40810.67,2019-07-20,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393160
COL0004369,LOAN0001360,AGENT018,2021-11-18,Promise to Pay Follow-Up,Promise to Pay,47653.75,2022-11-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393195
COL0004370,LOAN0012830,AGENT022,2021-04-15,Letter,Agreed Arrangement,12010.2,2024-12-07,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.393249
COL0004371,LOAN0010874,AGENT007,2019-02-15,Restructure Offer,Promise to Pay,34280.67,2020-11-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393285
COL0004372,LOAN0001864,AGENT023,2024-08-10,Outbound Call,Partial Payment,7006.25,2024-12-09,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.393318
COL0004373,LOAN0006304,AGENT007,2024-10-11,Email,Relocated,19229.41,2023-07-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393355
COL0004374,LOAN0013234,AGENT019,2024-03-29,Outbound Call,Promise to Pay,18813.69,2019-07-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393390
COL0004375,LOAN0015001,AGENT021,2022-12-17,Letter,Partial Payment,40328.5,2024-09-08,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.393446
COL0004376,LOAN0007347,AGENT023,2019-01-19,Letter,Relocated,18068.89,2023-03-07,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393500
COL0004377,LOAN0005506,AGENT012,2020-08-03,Restructure Offer,Partial Payment,31827.29,2024-03-31,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393533
COL0004378,LOAN0003837,AGENT027,2022-01-21,Letter,Promise to Pay,41332.45,2022-12-09,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.393566
COL0004379,LOAN0014785,AGENT027,2019-05-21,Field Visit,Deceased,37577.92,2021-11-08,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393611
COL0004380,LOAN0017699,AGENT013,2020-11-25,Promise to Pay Follow-Up,Promise to Pay,27893.24,2019-05-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393644
COL0004381,LOAN0001194,AGENT011,2024-08-16,Outbound Call,Relocated,32277.01,2022-01-03,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.393677
COL0004382,LOAN0004187,AGENT015,2019-09-17,Outbound Call,Partial Payment,17355.58,2023-12-06,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393710
COL0004383,LOAN0016149,AGENT012,2024-01-09,Outbound Call,Partial Payment,28938.25,2024-08-20,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.393742
COL0004384,LOAN0004396,AGENT011,2022-06-21,SMS,Partial Payment,14384.23,2020-12-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393779
COL0004385,LOAN0008780,AGENT028,2024-08-06,Letter,Promise to Pay,44122.16,2024-03-04,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393811
COL0004386,LOAN0005358,AGENT010,2020-08-10,SMS,No Contact,16358.03,2023-04-29,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393844
COL0004387,LOAN0009169,AGENT010,2024-08-26,Outbound Call,Dispute Raised,6710.27,2022-12-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393876
COL0004388,LOAN0009722,AGENT015,2024-11-13,Outbound Call,Promise to Pay,48882.94,2021-01-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.393909
COL0004389,LOAN0015789,AGENT008,2020-04-13,SMS,No Contact,35030.57,2020-05-06,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.393941
COL0004390,LOAN0005672,AGENT029,2024-05-07,Outbound Call,Dispute Raised,22305.01,2021-05-30,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.393977
COL0004391,LOAN0010434,AGENT011,2020-03-01,Outbound Call,Partial Payment,27958.12,2022-08-29,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.394009
COL0004392,LOAN0003215,AGENT030,2023-02-23,Email,No Contact,42999.34,2019-03-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.394042
COL0004393,LOAN0015539,AGENT017,2019-11-01,Promise to Pay Follow-Up,No Contact,26656.21,2023-04-13,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.394078
COL0004394,LOAN0011327,AGENT017,2021-12-22,Letter,Promise to Pay,17610.35,2022-03-15,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.394120
COL0004395,LOAN0014323,AGENT010,2020-02-01,Outbound Call,Promise to Pay,26757.15,2019-09-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.394161
COL0004396,LOAN0015852,AGENT020,2020-06-03,Outbound Call,No Contact,12920.39,2020-02-28,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.394194
COL0004397,LOAN0002759,AGENT027,2024-09-21,SMS,Promise to Pay,24256.48,2022-12-05,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.394227
COL0004398,LOAN0010926,AGENT002,2022-06-27,Outbound Call,Partial Payment,2332.27,2019-11-10,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.394260
COL0004399,LOAN0006438,AGENT001,2023-11-28,SMS,Promise to Pay,2552.12,2022-03-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.394301
COL0004400,LOAN0003837,AGENT009,2024-10-04,Outbound Call,No Contact,20034.64,2023-03-07,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.394349
COL0004401,LOAN0017057,AGENT012,2021-08-16,Email,Partial Payment,12403.13,2020-02-12,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.394383
COL0004402,LOAN0017638,AGENT019,2022-08-24,Outbound Call,Promise to Pay,42760.93,2020-08-27,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.394429
COL0004403,LOAN0017122,AGENT018,2022-03-18,Field Visit,Partial Payment,340.97,2023-09-22,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.394482
COL0004404,LOAN0015785,AGENT016,2019-11-23,Outbound Call,Promise to Pay,10404.67,2021-07-30,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.394529
COL0004405,LOAN0013485,AGENT028,2022-06-13,SMS,Promise to Pay,49670.93,2021-04-19,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.394594
COL0004406,LOAN0016747,AGENT024,2019-03-21,Outbound Call,No Contact,12898.52,2019-12-09,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.394629
COL0004407,LOAN0004784,AGENT016,2024-03-14,Legal Notice,No Contact,43346.17,2021-06-23,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.394662
COL0004408,LOAN0016518,AGENT030,2023-11-08,Outbound Call,No Contact,10990.45,2021-06-20,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.394700
COL0004409,LOAN0012252,AGENT022,2024-10-14,Outbound Call,No Contact,6602.61,2024-11-27,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.394736
COL0004410,LOAN0014276,AGENT009,2019-08-08,SMS,Agreed Arrangement,11409.87,2024-10-07,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.394771
COL0004411,LOAN0017432,AGENT021,2023-06-21,SMS,No Contact,20383.24,2020-11-24,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.394804
COL0004412,LOAN0010873,AGENT013,2024-06-06,Outbound Call,Dispute Raised,27683.24,2021-10-02,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.394837
COL0004413,LOAN0017195,AGENT030,2021-12-29,Outbound Call,Promise to Pay,36802.3,2022-09-07,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.394869
COL0004414,LOAN0013311,AGENT029,2019-01-20,SMS,Promise to Pay,5271.67,2019-12-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.394903
